T,K,Spread,Weight,Type,Market,Model,Err,IV_Mkt,IV_Model
0.073,260.0,0.05999999999999983,16.666666666666714,PUT,2.03,2.07,0.04,0.2852,0.2872
0.073,265.0,0.08000000000000007,12.49999999999999,PUT,2.87,2.87,0.0,0.2725,0.2725
0.073,270.0,0.15000000000000036,6.666666666666651,PUT,4.08,4.01,-0.07,0.2619,0.2594
0.073,285.0,0.09999999999999964,10.000000000000036,CALL,4.25,4.32,0.07,0.2271,0.2296
0.073,290.0,0.13999999999999968,7.142857142857159,CALL,2.58,2.66,0.08,0.22,0.2233
0.073,300.0,0.040000000000000036,24.99999999999998,CALL,0.86,0.87,0.01,0.2169,0.2179
0.073,305.0,0.030000000000000027,33.33333333333331,CALL,0.49,0.49,-0.01,0.2198,0.2191
0.073,310.0,0.030000000000000027,33.33333333333331,CALL,0.29,0.28,-0.01,0.2252,0.2231
0.073,315.0,0.030000000000000027,33.33333333333331,CALL,0.18,0.17,-0.01,0.2327,0.2298
0.073,320.0,0.020000000000000004,49.99999999999999,CALL,0.12,0.11,-0.01,0.2409,0.2392
0.092,205.0,0.02999999999999997,33.333333333333364,PUT,0.21,0.21,-0.0,0.4809,0.4797
0.092,210.0,0.04000000000000001,24.999999999999996,PUT,0.26,0.26,0.0,0.4608,0.4619
0.092,215.0,0.040000000000000036,24.99999999999998,PUT,0.31,0.33,0.02,0.4397,0.4435
0.092,220.0,0.040000000000000036,24.99999999999998,PUT,0.37,0.4,0.03,0.4186,0.4247
0.092,225.0,0.040000000000000036,24.99999999999998,PUT,0.45,0.5,0.05,0.3986,0.4057
0.092,235.0,0.040000000000000036,24.99999999999998,PUT,0.68,0.76,0.08,0.3593,0.368
0.092,240.0,0.050000000000000044,19.999999999999982,PUT,0.85,0.95,0.1,0.3408,0.3498
0.092,245.0,0.04999999999999982,20.00000000000007,PUT,1.09,1.21,0.12,0.3235,0.3322
0.092,250.0,0.04999999999999982,20.00000000000007,PUT,1.44,1.56,0.13,0.3077,0.3157
0.092,255.0,0.06999999999999984,14.285714285714318,PUT,1.92,2.05,0.13,0.2934,0.3002
0.092,265.0,0.15000000000000036,6.666666666666651,PUT,3.52,3.62,0.09,0.2692,0.2726
0.092,270.0,0.15000000000000036,6.666666666666651,PUT,4.83,4.84,0.01,0.2602,0.2605
0.092,285.0,0.09999999999999964,10.000000000000036,CALL,5.15,5.28,0.13,0.2277,0.2316
0.092,290.0,0.09999999999999964,10.000000000000036,CALL,3.35,3.47,0.12,0.2209,0.2251
0.092,295.0,0.07000000000000028,14.285714285714228,CALL,2.08,2.19,0.1,0.2165,0.2206
0.092,305.0,0.040000000000000036,24.99999999999998,CALL,0.77,0.8,0.03,0.216,0.2183
0.092,310.0,0.040000000000000036,24.99999999999998,CALL,0.48,0.49,0.01,0.2197,0.2204
0.092,315.0,0.040000000000000036,24.99999999999998,CALL,0.31,0.3,-0.01,0.2253,0.2245
0.092,320.0,0.02999999999999997,33.333333333333364,CALL,0.2,0.2,-0.01,0.2317,0.2305
0.111,200.0,0.020000000000000018,49.99999999999996,PUT,0.23,0.21,-0.02,0.4737,0.4683
0.111,205.0,0.020000000000000018,49.99999999999996,PUT,0.27,0.27,-0.0,0.4536,0.453
0.111,210.0,0.020000000000000018,49.99999999999996,PUT,0.32,0.33,0.01,0.4342,0.4374
0.111,215.0,0.020000000000000018,49.99999999999996,PUT,0.39,0.42,0.03,0.4167,0.4215
0.111,220.0,0.020000000000000018,49.99999999999996,PUT,0.46,0.52,0.06,0.3968,0.4053
0.111,230.0,0.030000000000000027,33.33333333333331,PUT,0.69,0.79,0.11,0.3613,0.3728
0.111,235.0,0.030000000000000027,33.33333333333331,PUT,0.85,0.99,0.14,0.345,0.3569
0.111,240.0,0.029999999999999805,33.33333333333355,PUT,1.07,1.24,0.17,0.329,0.3413
0.111,245.0,0.029999999999999805,33.33333333333355,PUT,1.39,1.57,0.19,0.3148,0.3262
0.111,250.0,0.040000000000000036,24.99999999999998,PUT,1.8,2.0,0.2,0.3013,0.3118
0.111,260.0,0.09999999999999964,10.000000000000036,PUT,3.15,3.32,0.17,0.2786,0.2851
0.111,265.0,0.05000000000000071,19.999999999999716,PUT,4.17,4.31,0.13,0.2686,0.2729
0.111,270.0,0.09999999999999964,10.000000000000036,PUT,5.5,5.59,0.09,0.259,0.2615
0.111,285.0,0.05000000000000071,19.999999999999716,CALL,6.03,6.17,0.14,0.2295,0.2334
0.111,290.0,0.09999999999999964,10.000000000000036,CALL,4.15,4.25,0.1,0.2238,0.2267
0.111,300.0,0.040000000000000036,24.99999999999998,CALL,1.8,1.82,0.02,0.2181,0.2191
0.111,305.0,0.040000000000000036,24.99999999999998,CALL,1.16,1.16,0.0,0.2182,0.2183
0.111,310.0,0.020000000000000018,49.99999999999996,CALL,0.76,0.74,-0.02,0.2208,0.2193
0.111,315.0,0.010000000000000009,99.99999999999991,CALL,0.51,0.48,-0.03,0.2246,0.222
0.111,320.0,0.030000000000000027,33.33333333333331,CALL,0.34,0.32,-0.03,0.2298,0.2262
0.111,330.0,0.020000000000000018,49.99999999999996,CALL,0.18,0.16,-0.02,0.2437,0.2383
0.188,195.0,0.06999999999999995,14.285714285714295,PUT,0.46,0.36,-0.1,0.4349,0.4183
0.188,200.0,0.030000000000000027,33.33333333333331,PUT,0.52,0.45,-0.06,0.4172,0.4084
0.188,205.0,0.07000000000000006,14.285714285714272,PUT,0.62,0.57,-0.05,0.4047,0.3983
0.188,215.0,0.030000000000000027,33.33333333333331,PUT,0.84,0.89,0.04,0.3737,0.3777
0.188,220.0,0.020000000000000018,49.99999999999996,PUT,1.0,1.1,0.1,0.3595,0.3672
0.188,225.0,0.029999999999999805,33.33333333333355,PUT,1.21,1.36,0.15,0.3467,0.3567
0.188,230.0,0.029999999999999805,33.33333333333355,PUT,1.45,1.67,0.22,0.3336,0.3461
0.188,235.0,0.029999999999999805,33.33333333333355,PUT,1.75,2.04,0.29,0.3215,0.3356
0.188,245.0,0.04999999999999982,20.00000000000007,PUT,2.63,3.05,0.42,0.2992,0.3146
0.188,250.0,0.09999999999999964,10.000000000000036,PUT,3.25,3.72,0.47,0.2889,0.3043
0.188,255.0,0.09999999999999964,10.000000000000036,PUT,4.05,4.53,0.48,0.2801,0.294
0.188,260.0,0.15000000000000036,6.666666666666651,PUT,5.03,5.51,0.48,0.2713,0.284
0.188,265.0,0.09999999999999964,10.000000000000036,PUT,6.25,6.69,0.44,0.2637,0.2742
0.188,285.0,0.10000000000000142,9.999999999999858,CALL,9.0,9.32,0.32,0.2326,0.2393
0.188,290.0,0.09999999999999964,10.000000000000036,CALL,6.85,7.12,0.27,0.2267,0.2326
0.188,295.0,0.15000000000000036,6.666666666666651,CALL,5.12,5.33,0.2,0.2225,0.2273
0.188,300.0,0.09999999999999964,10.000000000000036,CALL,3.75,3.91,0.16,0.2191,0.2234
0.188,305.0,0.1200000000000001,8.333333333333327,CALL,2.68,2.84,0.16,0.2162,0.2209
0.188,315.0,0.04999999999999982,20.00000000000007,CALL,1.38,1.48,0.1,0.2157,0.2201
0.188,320.0,0.030000000000000027,33.33333333333331,CALL,0.98,1.07,0.08,0.2169,0.2212
0.188,325.0,0.040000000000000036,24.99999999999998,CALL,0.71,0.78,0.07,0.2188,0.2232
0.188,330.0,0.030000000000000027,33.33333333333331,CALL,0.52,0.57,0.06,0.2212,0.2259
0.188,335.0,0.020000000000000018,49.99999999999996,CALL,0.38,0.43,0.05,0.2244,0.2291
0.188,345.0,0.02999999999999997,33.333333333333364,CALL,0.21,0.25,0.03,0.2319,0.2368
0.188,350.0,0.020000000000000018,49.99999999999996,CALL,0.17,0.19,0.02,0.237,0.2411
0.188,360.0,0.01999999999999999,50.00000000000003,CALL,0.11,0.12,0.01,0.2475,0.2503
0.265,195.0,0.030000000000000027,33.33333333333331,PUT,0.81,0.64,-0.17,0.4081,0.391
0.265,200.0,0.030000000000000027,33.33333333333331,PUT,0.95,0.8,-0.16,0.3972,0.3833
0.265,210.0,0.040000000000000036,24.99999999999998,PUT,1.32,1.21,-0.11,0.3744,0.3675
0.265,215.0,0.04999999999999982,20.00000000000007,PUT,1.56,1.48,-0.08,0.3641,0.3595
0.265,220.0,0.040000000000000036,24.99999999999998,PUT,1.86,1.8,-0.06,0.3541,0.3513
0.265,225.0,0.05999999999999961,16.666666666666774,PUT,2.19,2.18,-0.01,0.3435,0.3431
0.265,235.0,0.04999999999999982,20.00000000000007,PUT,3.12,3.14,0.02,0.3258,0.3264
0.265,240.0,0.04999999999999982,20.00000000000007,PUT,3.73,3.75,0.02,0.3171,0.3179
0.265,245.0,0.09999999999999964,10.000000000000036,PUT,4.45,4.46,0.01,0.3092,0.3093
0.265,250.0,0.09999999999999964,10.000000000000036,PUT,5.3,5.28,-0.02,0.3012,0.3008
0.265,255.0,0.15000000000000036,6.666666666666651,PUT,6.33,6.24,-0.08,0.2941,0.2922
0.265,265.0,0.10000000000000142,9.999999999999858,PUT,8.9,8.65,-0.25,0.2803,0.2753
0.265,270.0,0.10000000000000142,9.999999999999858,PUT,10.5,10.14,-0.36,0.2737,0.267
0.265,285.0,0.14999999999999858,6.66666666666673,CALL,12.38,12.07,-0.3,0.2495,0.2442
0.265,290.0,0.14999999999999858,6.66666666666673,CALL,10.12,9.73,-0.4,0.2449,0.2378
0.265,295.0,0.10000000000000142,9.999999999999858,CALL,8.2,7.72,-0.48,0.2414,0.2324
0.265,305.0,0.15000000000000036,6.666666666666651,CALL,5.17,4.68,-0.5,0.2355,0.2248
0.265,310.0,0.09999999999999964,10.000000000000036,CALL,4.05,3.6,-0.45,0.2334,0.2227
0.265,315.0,0.09999999999999964,10.000000000000036,CALL,3.15,2.76,-0.39,0.2321,0.2217
0.265,320.0,0.040000000000000036,24.99999999999998,CALL,2.43,2.12,-0.31,0.2311,0.2216
0.265,325.0,0.04999999999999982,20.00000000000007,CALL,1.88,1.63,-0.24,0.2309,0.2223
0.265,335.0,0.040000000000000036,24.99999999999998,CALL,1.11,0.98,-0.13,0.2316,0.2252
0.265,340.0,0.030000000000000027,33.33333333333331,CALL,0.85,0.77,-0.09,0.2326,0.2273
0.265,345.0,0.040000000000000036,24.99999999999998,CALL,0.66,0.6,-0.06,0.2338,0.2297
0.265,350.0,0.040000000000000036,24.99999999999998,CALL,0.51,0.48,-0.03,0.2352,0.2324
0.265,360.0,0.030000000000000027,33.33333333333331,CALL,0.3,0.3,-0.0,0.2382,0.2381
0.357,200.0,0.08000000000000007,12.49999999999999,PUT,1.48,1.3,-0.18,0.3779,0.3672
0.357,205.0,0.10000000000000009,9.999999999999991,PUT,1.73,1.57,-0.16,0.3687,0.3606
0.357,210.0,0.08999999999999986,11.111111111111128,PUT,2.02,1.9,-0.12,0.3595,0.354
0.357,215.0,0.08999999999999986,11.111111111111128,PUT,2.35,2.27,-0.09,0.3508,0.3474
0.357,220.0,0.08999999999999986,11.111111111111128,PUT,2.75,2.7,-0.04,0.3421,0.3406
0.357,230.0,0.09999999999999964,10.000000000000036,PUT,3.75,3.77,0.02,0.3262,0.3268
0.357,235.0,0.09999999999999964,10.000000000000036,PUT,4.35,4.42,0.07,0.3179,0.3198
0.357,240.0,0.09999999999999964,10.000000000000036,PUT,5.1,5.17,0.07,0.3111,0.3127
0.357,245.0,0.09999999999999964,10.000000000000036,PUT,5.95,6.01,0.06,0.3041,0.3055
0.357,255.0,0.10000000000000142,9.999999999999858,PUT,8.1,8.05,-0.05,0.2918,0.291
0.357,260.0,0.10000000000000142,9.999999999999858,PUT,9.4,9.28,-0.12,0.2858,0.2837
0.357,265.0,0.14999999999999858,6.66666666666673,PUT,10.88,10.67,-0.21,0.2799,0.2764
0.357,270.0,0.10000000000000142,9.999999999999858,PUT,12.55,12.23,-0.32,0.2744,0.2693
0.357,285.0,0.14999999999999858,6.66666666666673,CALL,15.28,15.07,-0.2,0.2522,0.2492
0.357,295.0,0.14999999999999858,6.66666666666673,CALL,10.82,10.46,-0.37,0.2437,0.238
0.357,300.0,0.14999999999999858,6.66666666666673,CALL,9.03,8.57,-0.45,0.2408,0.2335
0.357,305.0,0.09999999999999964,10.000000000000036,CALL,7.45,6.97,-0.48,0.2381,0.2299
0.357,310.0,0.09999999999999964,10.000000000000036,CALL,6.1,5.63,-0.47,0.2357,0.2271
0.357,315.0,0.09999999999999964,10.000000000000036,CALL,4.95,4.53,-0.42,0.2335,0.2252
0.357,325.0,0.09999999999999964,10.000000000000036,CALL,3.25,2.92,-0.33,0.2316,0.2236
0.357,330.0,0.04999999999999982,20.00000000000007,CALL,2.6,2.35,-0.25,0.2308,0.2238
0.357,335.0,0.1200000000000001,8.333333333333327,CALL,2.05,1.9,-0.15,0.2293,0.2245
0.357,340.0,0.040000000000000036,24.99999999999998,CALL,1.68,1.54,-0.14,0.2307,0.2256
0.357,345.0,0.04999999999999982,20.00000000000007,CALL,1.34,1.25,-0.1,0.2309,0.2269
0.357,360.0,0.030000000000000027,33.33333333333331,CALL,0.69,0.68,-0.01,0.2331,0.2323
0.437,195.0,0.040000000000000036,24.99999999999998,PUT,1.61,1.47,-0.14,0.3716,0.3643
0.437,200.0,0.04999999999999982,20.00000000000007,PUT,1.88,1.77,-0.11,0.3634,0.3584
0.437,205.0,0.04999999999999982,20.00000000000007,PUT,2.17,2.11,-0.07,0.3552,0.3525
0.437,210.0,0.04999999999999982,20.00000000000007,PUT,2.52,2.5,-0.02,0.3474,0.3466
0.437,220.0,0.09999999999999964,10.000000000000036,PUT,3.4,3.47,0.07,0.3325,0.3345
0.437,225.0,0.09999999999999964,10.000000000000036,PUT,3.95,4.05,0.1,0.3257,0.3284
0.437,230.0,0.09999999999999964,10.000000000000036,PUT,4.55,4.71,0.16,0.3183,0.3222
0.437,235.0,0.09999999999999964,10.000000000000036,PUT,5.25,5.45,0.2,0.3114,0.3159
0.437,245.0,0.09999999999999964,10.000000000000036,PUT,7.0,7.22,0.22,0.299,0.3032
0.437,250.0,0.25,4.0,PUT,8.12,8.27,0.14,0.2942,0.2967
0.437,255.0,0.14999999999999858,6.66666666666673,PUT,9.28,9.43,0.16,0.2876,0.2903
0.437,260.0,0.14999999999999858,6.66666666666673,PUT,10.62,10.73,0.11,0.2821,0.2838
0.437,265.0,0.14999999999999858,6.66666666666673,PUT,12.18,12.18,0.01,0.2772,0.2773
0.437,285.0,0.14999999999999858,6.66666666666673,CALL,17.32,17.43,0.1,0.2514,0.2528
0.437,290.0,0.14999999999999858,6.66666666666673,CALL,14.93,14.94,0.01,0.2472,0.2474
0.437,295.0,0.14999999999999858,6.66666666666673,CALL,12.78,12.68,-0.09,0.2437,0.2424
0.437,300.0,0.14999999999999858,6.66666666666673,CALL,10.88,10.68,-0.19,0.2407,0.238
0.437,305.0,0.14999999999999858,6.66666666666673,CALL,9.18,8.93,-0.25,0.2379,0.2342
0.437,315.0,0.09999999999999964,10.000000000000036,CALL,6.45,6.14,-0.31,0.2339,0.2287
0.437,320.0,0.09999999999999964,10.000000000000036,CALL,5.35,5.07,-0.28,0.2321,0.227
0.437,325.0,0.09999999999999964,10.000000000000036,CALL,4.4,4.18,-0.22,0.2303,0.2259
0.437,330.0,0.09999999999999964,10.000000000000036,CALL,3.65,3.44,-0.21,0.2299,0.2254
0.437,335.0,0.08000000000000007,12.49999999999999,CALL,3.01,2.84,-0.17,0.2294,0.2254
0.437,345.0,0.04999999999999982,20.00000000000007,CALL,2.02,1.95,-0.07,0.2288,0.2265
0.437,350.0,0.04999999999999982,20.00000000000007,CALL,1.67,1.62,-0.04,0.229,0.2275
0.437,355.0,0.04999999999999982,20.00000000000007,CALL,1.38,1.35,-0.02,0.2296,0.2288
0.437,360.0,0.04999999999999982,20.00000000000007,CALL,1.12,1.13,0.01,0.2299,0.2302
0.533,195.0,0.04999999999999982,20.00000000000007,PUT,2.25,1.99,-0.25,0.3665,0.3562
0.533,205.0,0.07000000000000028,14.285714285714228,PUT,2.96,2.77,-0.2,0.3519,0.3454
0.533,210.0,0.09999999999999964,10.000000000000036,PUT,3.4,3.24,-0.16,0.3448,0.34
0.533,215.0,0.09999999999999964,10.000000000000036,PUT,3.9,3.77,-0.13,0.3381,0.3346
0.533,220.0,0.15000000000000036,6.666666666666651,PUT,4.47,4.36,-0.11,0.3318,0.3291
0.533,225.0,0.15000000000000036,6.666666666666651,PUT,5.12,5.03,-0.09,0.3256,0.3236
0.533,235.0,0.15000000000000036,6.666666666666651,PUT,6.67,6.61,-0.06,0.3136,0.3125
0.533,240.0,0.15000000000000036,6.666666666666651,PUT,7.58,7.54,-0.04,0.3075,0.3068
0.533,245.0,0.14999999999999858,6.66666666666673,PUT,8.62,8.56,-0.06,0.3022,0.3012
0.533,250.0,0.14999999999999858,6.66666666666673,PUT,9.82,9.69,-0.13,0.2976,0.2955
0.533,260.0,0.14999999999999858,6.66666666666673,PUT,12.57,12.31,-0.26,0.2878,0.2841
0.533,265.0,0.14999999999999858,6.66666666666673,PUT,14.18,13.82,-0.35,0.2832,0.2784
0.533,270.0,0.14999999999999858,6.66666666666673,PUT,15.93,15.48,-0.44,0.2786,0.2728
0.533,285.0,0.14999999999999858,6.66666666666673,CALL,20.27,20.08,-0.2,0.2591,0.2566
0.533,290.0,0.14999999999999858,6.66666666666673,CALL,17.88,17.56,-0.32,0.2556,0.2517
0.533,300.0,0.1999999999999993,5.000000000000018,CALL,13.65,13.14,-0.51,0.2493,0.2429
0.533,305.0,0.10000000000000142,9.999999999999858,CALL,11.85,11.26,-0.59,0.2468,0.2391
0.533,310.0,0.14999999999999858,6.66666666666673,CALL,10.22,9.6,-0.63,0.2443,0.2358
0.533,315.0,0.14999999999999858,6.66666666666673,CALL,8.82,8.15,-0.68,0.2427,0.2331
0.533,320.0,0.09999999999999964,10.000000000000036,CALL,7.55,6.89,-0.66,0.2408,0.231
0.533,330.0,0.09999999999999964,10.000000000000036,CALL,5.5,4.91,-0.59,0.2383,0.2282
0.533,335.0,0.09999999999999964,10.000000000000036,CALL,4.65,4.14,-0.51,0.237,0.2276
0.533,340.0,0.09999999999999964,10.000000000000036,CALL,3.95,3.5,-0.45,0.2364,0.2273
0.533,345.0,0.09999999999999964,10.000000000000036,CALL,3.35,2.96,-0.39,0.2361,0.2274
0.533,350.0,0.05999999999999961,16.666666666666774,CALL,2.85,2.51,-0.34,0.2361,0.2278
0.609,195.0,0.05999999999999961,16.666666666666774,PUT,2.6,2.42,-0.18,0.3576,0.3512
0.609,200.0,0.05999999999999961,16.666666666666774,PUT,2.97,2.83,-0.14,0.3506,0.3461
0.609,205.0,0.09999999999999964,10.000000000000036,PUT,3.4,3.29,-0.11,0.3441,0.341
0.609,210.0,0.09999999999999964,10.000000000000036,PUT,3.85,3.82,-0.03,0.3368,0.3359
0.609,215.0,0.15000000000000036,6.666666666666651,PUT,4.42,4.4,-0.02,0.3314,0.3308
0.609,225.0,0.09999999999999964,10.000000000000036,PUT,5.75,5.79,0.04,0.3199,0.3206
0.609,230.0,0.15000000000000036,6.666666666666651,PUT,6.53,6.6,0.07,0.3142,0.3155
0.609,235.0,0.09999999999999964,10.000000000000036,PUT,7.4,7.49,0.09,0.3088,0.3104
0.609,240.0,0.14999999999999858,6.66666666666673,PUT,8.38,8.47,0.1,0.3036,0.3052
0.609,245.0,0.14999999999999858,6.66666666666673,PUT,9.47,9.56,0.08,0.2987,0.3
0.609,255.0,0.14999999999999858,6.66666666666673,PUT,12.07,12.05,-0.03,0.29,0.2896
0.609,260.0,0.14999999999999858,6.66666666666673,PUT,13.57,13.47,-0.11,0.2858,0.2844
0.609,265.0,0.14999999999999858,6.66666666666673,PUT,15.22,15.02,-0.2,0.2818,0.2792
0.609,270.0,0.14999999999999858,6.66666666666673,PUT,17.02,16.71,-0.31,0.2779,0.274
0.609,290.0,0.14999999999999858,6.66666666666673,CALL,19.62,19.54,-0.08,0.2557,0.2547
0.609,295.0,0.14999999999999858,6.66666666666673,CALL,17.38,17.19,-0.18,0.2525,0.2504
0.609,300.0,0.14999999999999858,6.66666666666673,CALL,15.32,15.04,-0.28,0.2497,0.2463
0.609,305.0,0.3500000000000014,2.8571428571428457,CALL,13.32,13.09,-0.24,0.2455,0.2427
0.609,310.0,0.1999999999999993,5.000000000000018,CALL,11.75,11.33,-0.42,0.2446,0.2394
0.609,320.0,0.14999999999999858,6.66666666666673,CALL,8.93,8.4,-0.53,0.2413,0.2342
0.609,325.0,0.15000000000000036,6.666666666666651,CALL,7.72,7.2,-0.52,0.2397,0.2323
0.609,330.0,0.15000000000000036,6.666666666666651,CALL,6.67,6.17,-0.51,0.2385,0.2309
0.609,335.0,0.09999999999999964,10.000000000000036,CALL,5.75,5.28,-0.47,0.2374,0.2298
0.609,340.0,0.09999999999999964,10.000000000000036,CALL,4.95,4.52,-0.43,0.2366,0.2291
0.609,350.0,0.09999999999999964,10.000000000000036,CALL,3.65,3.32,-0.33,0.2355,0.2288
0.609,360.0,0.08000000000000007,12.49999999999999,CALL,2.69,2.45,-0.24,0.2353,0.2295
0.782,195.0,0.09999999999999964,10.000000000000036,PUT,3.6,3.38,-0.22,0.3487,0.3427
0.782,200.0,0.15000000000000036,6.666666666666651,PUT,4.08,3.89,-0.19,0.3428,0.3381
0.782,205.0,0.15000000000000036,6.666666666666651,PUT,4.62,4.45,-0.17,0.3375,0.3336
0.782,215.0,0.15000000000000036,6.666666666666651,PUT,5.88,5.78,-0.1,0.3266,0.3246
0.782,220.0,0.15000000000000036,6.666666666666651,PUT,6.62,6.54,-0.08,0.3217,0.3202
0.782,225.0,0.15000000000000036,6.666666666666651,PUT,7.47,7.38,-0.09,0.3173,0.3158
0.782,230.0,0.14999999999999858,6.66666666666673,PUT,8.38,8.3,-0.07,0.3125,0.3114
0.782,235.0,0.14999999999999858,6.66666666666673,PUT,9.38,9.31,-0.06,0.3079,0.3069
0.782,245.0,0.14999999999999858,6.66666666666673,PUT,11.72,11.6,-0.13,0.2998,0.2982
0.782,250.0,0.14999999999999858,6.66666666666673,PUT,13.07,12.89,-0.18,0.2961,0.2938
0.782,255.0,1.0500000000000007,0.9523809523809518,PUT,14.97,14.29,-0.68,0.2976,0.2894
0.782,260.0,0.20000000000000284,4.999999999999929,PUT,16.1,15.8,-0.3,0.2885,0.2851
0.782,270.0,0.20000000000000284,4.999999999999929,PUT,19.7,19.18,-0.52,0.2821,0.2765
0.782,285.0,0.20000000000000284,4.999999999999929,CALL,26.2,26.24,0.04,0.2638,0.2642
0.782,290.0,0.20000000000000284,4.999999999999929,CALL,23.75,23.7,-0.05,0.2608,0.2603
0.782,295.0,0.14999999999999858,6.66666666666673,CALL,21.43,21.32,-0.11,0.2576,0.2566
0.782,300.0,0.14999999999999858,6.66666666666673,CALL,19.32,19.1,-0.23,0.2554,0.253
0.782,310.0,0.14999999999999858,6.66666666666673,CALL,15.53,15.14,-0.38,0.2506,0.2466
0.782,315.0,0.14999999999999858,6.66666666666673,CALL,13.88,13.41,-0.46,0.2488,0.2438
0.782,320.0,0.1999999999999993,5.000000000000018,CALL,12.35,11.84,-0.51,0.2469,0.2413
0.782,325.0,0.14999999999999858,6.66666666666673,CALL,10.97,10.43,-0.54,0.2453,0.239
0.782,330.0,0.14999999999999858,6.66666666666673,CALL,9.72,9.17,-0.56,0.2438,0.2371
0.782,340.0,0.15000000000000036,6.666666666666651,CALL,7.62,7.06,-0.57,0.2418,0.2343
0.782,345.0,0.15000000000000036,6.666666666666651,CALL,6.72,6.19,-0.54,0.2408,0.2333
0.782,350.0,0.15000000000000036,6.666666666666651,CALL,5.92,5.42,-0.5,0.24,0.2325
0.782,355.0,0.15000000000000036,6.666666666666651,CALL,5.22,4.75,-0.47,0.2395,0.232
0.782,360.0,0.09999999999999964,10.000000000000036,CALL,4.6,4.17,-0.43,0.239,0.2318
0.859,200.0,0.15000000000000036,6.666666666666651,PUT,4.47,4.35,-0.13,0.3383,0.3354
0.859,205.0,0.09999999999999964,10.000000000000036,PUT,5.05,4.96,-0.09,0.3331,0.3311
0.859,210.0,0.15000000000000036,6.666666666666651,PUT,5.67,5.62,-0.05,0.3278,0.3268
0.859,215.0,0.15000000000000036,6.666666666666651,PUT,6.38,6.36,-0.01,0.3228,0.3226
0.859,220.0,0.15000000000000036,6.666666666666651,PUT,7.17,7.17,-0.01,0.3185,0.3183
0.859,230.0,0.14999999999999858,6.66666666666673,PUT,8.97,9.02,0.04,0.3094,0.31
0.859,235.0,0.14999999999999858,6.66666666666673,PUT,10.03,10.07,0.04,0.3053,0.3058
0.859,240.0,0.14999999999999858,6.66666666666673,PUT,11.18,11.2,0.03,0.3013,0.3017
0.859,245.0,0.14999999999999858,6.66666666666673,PUT,12.47,12.44,-0.04,0.2981,0.2976
