T,K,Spread,Weight,Type,Market,Model,Err,IV_Mkt,IV_Model
1.03,5475.0,6.300000000000011,0.15873015873015844,PUT,129.05,113.82,-15.23,0.2591,0.2484
1.03,6075.0,7.0,0.14285714285714285,PUT,210.8,204.75,-6.05,0.2284,0.2254
1.03,6625.0,7.7000000000000455,0.1298701298701291,PUT,324.85,333.66,8.81,0.2002,0.2038
1.03,7500.0,8.899999999999977,0.11235955056179804,CALL,289.65,314.73,25.08,0.1557,0.165
1.03,8100.0,7.0,0.14285714285714285,CALL,97.7,109.22,11.52,0.1359,0.1418
1.107,5000.0,5.0,0.2,PUT,95.1,74.96,-20.14,0.2835,0.2652
1.107,5500.0,5.600000000000023,0.17857142857142785,PUT,141.8,125.09,-16.71,0.2568,0.2459
1.107,5900.0,6.0,0.16666666666666666,PUT,195.3,183.86,-11.44,0.2371,0.2311
1.107,6300.0,6.5,0.15384615384615385,PUT,266.75,263.93,-2.82,0.2177,0.2165
1.107,6675.0,7.0,0.14285714285714285,PUT,353.5,362.2,8.7,0.1991,0.2024
1.107,7350.0,8.200000000000045,0.12195121951219444,CALL,390.0,419.52,29.52,0.1645,0.1748
1.107,7725.0,7.300000000000011,0.1369863013698628,CALL,222.55,249.13,26.58,0.1487,0.1587
1.107,9000.0,3.3999999999999986,0.29411764705882365,CALL,20.5,27.46,6.96,0.1305,0.1386
