T,K,Spread,Weight,Type,Market,Model,Err,IV_Mkt,IV_Model
0.057,130.0,0.010000000000000009,99.99999999999991,PUT,0.27,0.16,-0.1,0.7627,0.7065
0.057,140.0,0.019999999999999962,50.00000000000009,PUT,0.46,0.35,-0.11,0.6891,0.6566
0.057,150.0,0.020000000000000018,49.99999999999996,PUT,0.86,0.75,-0.11,0.6277,0.6074
0.057,160.0,0.030000000000000027,33.33333333333331,PUT,1.73,1.56,-0.17,0.5823,0.5636
0.057,175.0,0.04999999999999982,20.00000000000007,PUT,4.82,4.42,-0.41,0.5378,0.511
0.057,190.0,0.09999999999999964,10.000000000000036,CALL,6.45,6.52,0.07,0.4721,0.4759
0.057,200.0,0.050000000000000266,19.999999999999893,CALL,3.08,3.13,0.06,0.4555,0.4595
0.057,215.0,0.010000000000000009,99.99999999999991,CALL,0.86,0.82,-0.05,0.4523,0.4457
0.057,225.0,0.010000000000000009,99.99999999999991,CALL,0.38,0.29,-0.08,0.4629,0.4418
0.057,235.0,0.009999999999999981,100.0,CALL,0.17,0.09,-0.08,0.4804,0.4391
0.076,135.0,0.009999999999999953,100.0,PUT,0.46,0.38,-0.08,0.6625,0.6391
0.076,145.0,0.010000000000000009,99.99999999999991,PUT,0.85,0.81,-0.05,0.6108,0.6032
0.076,155.0,0.019999999999999796,50.00000000000051,PUT,1.62,1.62,-0.0,0.5688,0.5684
0.076,170.0,0.04999999999999982,20.00000000000007,PUT,4.22,4.14,-0.08,0.526,0.5208
0.076,180.0,0.09999999999999964,10.000000000000036,PUT,7.45,7.26,-0.19,0.5041,0.4943
0.076,195.0,0.10000000000000053,9.999999999999947,CALL,5.6,5.83,0.23,0.4535,0.4656
0.076,210.0,0.020000000000000018,49.99999999999996,CALL,1.96,2.07,0.11,0.4396,0.4482
0.076,220.0,0.010000000000000009,99.99999999999991,CALL,0.92,0.93,0.02,0.4398,0.442
0.076,230.0,0.020000000000000018,49.99999999999996,CALL,0.44,0.39,-0.05,0.4484,0.4392
0.076,240.0,0.010000000000000009,99.99999999999991,CALL,0.21,0.16,-0.06,0.4592,0.4378
0.095,140.0,0.029999999999999916,33.33333333333343,PUT,0.81,0.84,0.02,0.602,0.6053
0.095,150.0,0.030000000000000027,33.33333333333331,PUT,1.48,1.61,0.12,0.5621,0.575
0.095,160.0,0.040000000000000036,24.99999999999998,PUT,2.73,2.92,0.19,0.5315,0.5448
0.095,175.0,0.04999999999999982,20.00000000000007,PUT,6.43,6.53,0.1,0.5001,0.505
0.095,190.0,0.10000000000000142,9.999999999999858,CALL,8.5,9.04,0.54,0.45,0.4736
0.095,200.0,0.10000000000000053,9.999999999999947,CALL,4.85,5.26,0.41,0.4383,0.4581
0.095,215.0,0.020000000000000018,49.99999999999996,CALL,1.82,2.02,0.2,0.4284,0.4431
0.095,225.0,0.020000000000000018,49.99999999999996,CALL,0.92,0.99,0.07,0.4302,0.4384
0.095,235.0,0.010000000000000009,99.99999999999991,CALL,0.47,0.47,-0.0,0.4375,0.4371
0.114,135.0,0.010000000000000009,99.99999999999991,PUT,0.88,0.8,-0.07,0.6167,0.6055
0.114,145.0,0.010000000000000009,99.99999999999991,PUT,1.52,1.53,0.01,0.5776,0.579
0.114,155.0,0.020000000000000018,49.99999999999996,PUT,2.65,2.72,0.07,0.5472,0.5519
0.114,170.0,0.04999999999999982,20.00000000000007,PUT,5.82,5.86,0.04,0.512,0.5137
0.114,180.0,0.049999999999998934,20.000000000000426,PUT,9.32,9.25,-0.07,0.4946,0.4916
0.114,195.0,0.09999999999999964,10.000000000000036,CALL,7.75,8.01,0.26,0.4547,0.4652
0.114,220.0,0.020000000000000018,49.99999999999996,CALL,1.99,1.96,-0.03,0.4418,0.4399
0.114,240.0,0.010000000000000009,99.99999999999991,CALL,0.62,0.53,-0.09,0.4493,0.4357
0.191,135.0,0.030000000000000027,33.33333333333331,PUT,1.58,1.76,0.18,0.5539,0.5693
0.191,145.0,0.029999999999999805,33.33333333333355,PUT,2.58,2.94,0.36,0.5269,0.5499
0.191,160.0,0.09999999999999964,10.000000000000036,PUT,5.2,5.76,0.56,0.4969,0.5209
