T,K,Market,Ana_Price,Ana_Err,MC_Price,MC_Err,IV_Mkt
0.088,6500.0,465.06,461.82,-3.24,463.17,-1.89,0.2127
0.088,6975.0,95.05,98.91,3.86,99.96,4.91,0.1402
0.09,6500.0,467.25,463.65,-3.61,465.05,-2.21,0.2131
0.099,5800.0,1140.13,1140.64,0.51,1141.01,0.88,0.3163
0.099,6300.0,657.51,652.88,-4.62,654.02,-3.49,0.2419
0.099,6570.0,412.25,407.72,-4.52,409.39,-2.85,0.2048
0.099,6725.0,282.26,279.2,-3.06,281.02,-1.25,0.1825
0.099,6880.0,166.43,165.78,-0.65,167.44,1.01,0.1591
0.099,7050.0,68.45,69.21,0.76,69.93,1.48,0.1339
0.099,7225.0,17.0,17.43,0.43,16.98,-0.02,0.1164
0.107,6300.0,660.54,657.22,-3.32,658.49,-2.04,0.2366
0.107,6875.0,174.36,175.56,1.2,177.38,3.02,0.1576
0.118,5225.0,1712.5,1722.86,10.35,1723.0,10.5,0.3968
0.118,5625.0,1317.9,1320.39,2.49,1320.76,2.86,0.3327
0.118,5800.0,1146.36,1146.24,-0.13,1146.8,0.44,0.3059
0.118,5960.0,990.76,988.67,-2.09,989.46,-1.3,0.2828
0.118,6120.0,837.66,833.47,-4.19,834.55,-3.11,0.2628
0.118,6275.0,690.74,686.41,-4.33,687.82,-2.91,0.2404
0.118,6370.0,602.95,598.43,-4.52,600.03,-2.92,0.2281
0.118,6465.0,517.11,512.62,-4.49,514.44,-2.67,0.2159
0.118,6565.0,430.45,425.21,-5.24,427.19,-3.26,0.2045
0.118,6660.0,350.37,345.74,-4.62,347.87,-2.49,0.1917
0.118,6755.0,273.03,270.55,-2.48,272.69,-0.34,0.1771
0.118,6855.0,198.67,197.57,-1.1,199.62,0.95,0.1627
0.118,6950.0,136.55,135.67,-0.88,137.37,0.82,0.1498
0.118,7045.0,84.8,83.97,-0.83,85.07,0.27,0.1371
0.118,7145.0,44.15,43.88,-0.27,44.08,-0.07,0.1247
0.118,7250.0,20.55,19.69,-0.86,19.27,-1.28,0.1184
0.118,7410.0,5.4,6.09,0.69,5.71,0.31,0.114
0.137,5450.0,1495.59,1500.26,4.67,1500.64,5.05,0.3504
0.137,6200.0,770.94,766.37,-4.57,767.91,-3.03,0.2475
0.137,6600.0,412.92,408.48,-4.44,410.84,-2.08,0.1976
0.137,6790.0,260.78,258.12,-2.66,260.57,-0.21,0.1723
0.137,6950.0,149.75,149.09,-0.66,151.15,1.4,0.1499
0.137,7110.0,67.8,66.68,-1.12,67.57,-0.23,0.1305
0.137,7600.0,2.08,4.0,1.93,3.84,1.77,0.1168
0.148,5375.0,1571.91,1578.06,6.15,1578.48,6.56,0.3536
0.148,5535.0,1414.94,1418.09,3.15,1418.66,3.72,0.3308
0.148,5670.0,1282.92,1284.04,1.11,1284.77,1.84,0.3116
0.148,5770.0,1185.67,1185.37,-0.3,1186.25,0.58,0.2981
0.148,5875.0,1084.1,1082.65,-1.45,1083.71,-0.39,0.2843
0.148,6040.0,926.15,923.19,-2.96,924.56,-1.59,0.2636
0.148,6180.0,794.21,790.41,-3.81,792.07,-2.14,0.2465
0.148,6275.0,706.03,702.1,-3.93,704.0,-2.03,0.2348
0.148,6375.0,615.03,610.99,-4.04,613.1,-1.93,0.2228
0.148,6470.0,530.6,526.71,-3.9,529.03,-1.57,0.2115
0.148,6565.0,448.57,444.96,-3.61,447.45,-1.12,0.1999
0.148,6660.0,369.39,366.53,-2.86,369.16,-0.23,0.188
0.148,6760.0,290.14,288.19,-1.95,290.85,0.72,0.175
0.148,6855.0,220.21,219.09,-1.12,221.66,1.46,0.1626
0.148,6950.0,154.65,156.51,1.86,158.78,4.13,0.1478
0.148,7050.0,98.9,100.36,1.46,101.99,3.09,0.1356
0.148,7145.0,58.55,59.11,0.56,59.86,1.31,0.1257
0.148,7240.0,31.7,31.78,0.08,31.68,-0.02,0.1185
0.148,7340.0,15.45,16.09,0.64,15.65,0.2,0.114
0.148,7435.0,7.55,8.9,1.35,8.46,0.91,0.1121
0.148,7530.0,3.8,5.7,1.9,5.4,1.6,0.1127
0.194,5375.0,1585.56,1590.35,4.79,1591.16,5.59,0.3363
0.194,5760.0,1212.42,1211.74,-0.68,1213.17,0.75,0.2878
0.194,5920.0,1059.47,1057.67,-1.8,1059.44,-0.03,0.2685
0.194,6080.0,908.86,906.33,-2.54,908.47,-0.39,0.2501
0.194,6240.0,761.86,758.53,-3.33,761.07,-0.79,0.2331
0.194,6395.0,622.32,619.76,-2.56,622.69,0.37,0.215
0.194,6495.0,536.19,533.21,-2.98,536.37,0.18,0.2048
0.194,6590.0,455.37,453.57,-1.8,456.91,1.54,0.1932
0.194,6685.0,378.25,377.09,-1.17,380.56,2.31,0.1823
0.194,6785.0,302.22,300.66,-1.56,304.17,1.95,0.1714
0.194,6880.0,233.35,233.03,-0.32,236.43,3.08,0.1595
0.194,6975.0,172.8,171.55,-1.25,174.64,1.84,0.1493
0.194,7075.0,116.7,115.67,-1.03,118.09,1.39,0.1378
0.194,7175.0,74.05,71.52,-2.53,72.94,-1.11,0.1292
0.194,7330.0,30.75,29.84,-0.91,29.78,-0.97,0.1183
0.194,7500.0,10.45,11.93,1.48,11.5,1.05,0.1134
0.23,5375.0,1596.1,1600.6,4.5,1601.74,5.64,0.3256
0.23,5590.0,1388.32,1389.63,1.31,1391.15,2.84,0.3002
0.23,5840.0,1149.73,1148.47,-1.26,1150.54,0.81,0.2723
0.23,6030.0,971.69,969.25,-2.44,971.79,0.11,0.252
0.23,6200.0,815.83,812.85,-2.98,815.86,0.03,0.2342
0.23,6375.0,660.06,656.96,-3.1,660.44,0.39,0.216
0.23,6480.0,569.59,566.58,-3.01,570.33,0.73,0.2051
0.23,6580.0,486.09,483.22,-2.87,487.19,1.1,0.1946
0.23,6690.0,397.87,395.27,-2.6,399.4,1.53,0.1828
0.23,6790.0,322.12,319.48,-2.64,323.68,1.56,0.1721
0.23,6890.0,251.71,248.73,-2.98,252.82,1.11,0.1615
0.23,7000.0,180.7,178.4,-2.3,182.12,1.42,0.149
0.23,7105.0,124.4,120.97,-3.43,123.93,-0.47,0.139
0.23,7235.0,71.15,67.05,-4.1,68.58,-2.57,0.1284
0.23,7360.0,37.8,35.18,-2.62,35.41,-2.39,0.1211
0.23,7470.0,20.5,20.14,-0.36,19.85,-0.65,0.1171
0.23,7640.0,7.75,10.07,2.32,9.7,1.95,0.1151
0.271,5350.0,1631.86,1636.78,4.92,1638.31,6.44,0.3188
0.271,5800.0,1203.03,1202.08,-0.96,1204.62,1.58,0.2716
0.271,5960.0,1053.92,1051.79,-2.13,1054.77,0.84,0.2555
0.271,6125.0,902.96,900.03,-2.93,903.49,0.53,0.2393
0.271,6280.0,764.05,761.18,-2.87,765.09,1.04,0.2236
0.271,6440.0,625.59,622.59,-3.0,626.97,1.38,0.2079
0.271,6580.0,510.03,506.34,-3.69,511.07,1.04,0.1946
0.271,6680.0,430.62,426.89,-3.73,431.8,1.17,0.1846
0.271,6780.0,354.12,351.16,-2.96,356.16,2.04,0.1739
0.271,6890.0,276.76,273.16,-3.6,278.09,1.33,0.1631
0.271,6995.0,209.15,205.34,-3.81,209.96,0.81,0.1526
0.271,7090.0,156.15,151.13,-5.02,155.16,-0.99,0.1441
0.271,7260.0,83.1,76.55,-6.55,78.72,-4.38,0.1314
0.271,7420.0,40.2,36.31,-3.89,36.72,-3.48,0.1227
0.271,7850.0,4.4,8.73,4.33,8.48,4.08,0.1169
0.309,5750.0,1263.43,1263.49,0.06,1266.42,2.99,0.2718
0.309,6250.0,808.68,805.9,-2.78,810.38,1.7,0.2249
0.309,6620.0,499.16,495.16,-4.01,500.69,1.53,0.1908
0.309,6775.0,380.41,376.6,-3.82,382.35,1.94,0.1757
0.309,6940.0,265.0,261.82,-3.18,267.44,2.44,0.1593
0.309,7100.0,171.55,166.48,-5.07,171.31,-0.24,0.1455
0.309,7550.0,28.75,27.4,-1.35,27.48,-1.27,0.1202
0.364,5500.0,1516.05,1519.45,3.4,1522.41,6.36,0.2894
0.364,5975.0,1077.14,1075.78,-1.35,1080.24,3.1,0.2471
0.364,6160.0,912.49,909.91,-2.58,915.01,2.52,0.2312
0.364,6325.0,769.62,766.43,-3.19,772.12,2.5,0.2168
0.364,6480.0,640.22,636.43,-3.8,642.63,2.4,0.2034
0.364,6640.0,512.49,508.35,-4.14,514.98,2.49,0.1892
0.364,6810.0,385.84,381.12,-4.72,387.99,2.15,0.1742
0.364,6970.0,276.25,272.6,-3.65,279.3,3.05,0.1592
0.364,7125.0,187.4,181.79,-5.61,187.67,0.27,0.147
0.364,7290.0,113.25,106.2,-7.05,110.29,-2.96,0.1357
0.364,7550.0,42.7,39.31,-3.39,40.13,-2.57,0.1238
0.364,8300.0,1.98,11.04,9.07,10.99,9.01,0.1227
0.397,5675.0,1363.1,1364.78,1.67,1368.71,5.6,0.2708
0.397,6060.0,1014.19,1012.53,-1.66,1017.82,3.63,0.2383
0.397,6225.0,870.02,867.37,-2.64,873.28,3.26,0.2246
0.397,6390.0,730.24,726.8,-3.44,733.31,3.07,0.2108
0.397,6520.0,623.91,619.99,-3.92,626.93,3.02,0.1998
0.397,6625.0,540.87,536.79,-4.08,544.02,3.15,0.1908
0.397,6730.0,461.33,456.86,-4.48,464.3,2.97,0.1819
0.397,6835.0,385.74,380.82,-4.93,388.35,2.61,0.173
0.397,6930.0,317.35,316.04,-1.31,323.51,6.16,0.1627
0.397,7035.0,252.3,249.85,-2.45,257.0,4.7,0.1544
0.397,7170.0,179.4,175.06,-4.34,181.31,1.91,0.1446
0.397,7425.0,80.25,75.1,-5.15,78.1,-2.15,0.1296
0.444,5200.0,1821.45,1830.3,8.85,1833.39,11.94,0.308
0.444,5675.0,1378.25,1380.58,2.33,1385.17,6.92,0.2673
0.444,6125.0,976.05,974.23,-1.83,980.55,4.49,0.2315
0.444,6310.0,818.21,815.17,-3.05,822.22,4.0,0.2168
0.444,6475.0,682.06,678.62,-3.44,686.28,4.22,0.2034
0.444,6630.0,559.94,556.04,-3.89,564.18,4.24,0.1908
0.444,6800.0,433.66,429.66,-4.0,438.11,4.45,0.1768
0.444,6975.0,314.75,311.1,-3.65,319.44,4.69,0.1623
0.444,7140.0,218.85,213.74,-5.11,221.3,2.45,0.1501
0.444,7310.0,139.5,132.98,-6.52,138.79,-0.71,0.1392
0.444,7675.0,41.15,39.63,-1.52,40.67,-0.48,0.1239
0.539,5250.0,1799.42,1808.48,9.06,1812.86,13.44,0.2952
0.539,5750.0,1342.51,1344.45,1.94,1350.75,8.24,0.2572
0.539,6225.0,931.12,927.8,-3.32,936.19,5.07,0.2231
0.539,6700.0,554.93,549.44,-5.49,559.57,4.64,0.1879
0.539,7200.0,233.8,228.19,-5.61,237.42,3.62,0.1516
0.539,7675.0,65.5,61.75,-3.75,64.62,-0.88,0.1291
0.616,5225.0,1842.07,1852.92,10.85,1858.15,16.08,0.2915
0.616,5725.0,1389.7,1392.88,3.18,1400.22,10.52,0.2561
0.616,6200.0,982.69,979.86,-2.82,989.45,6.77,0.2242
0.616,6675.0,609.57,603.58,-5.99,615.07,5.5,0.1916
0.616,7175.0,281.3,277.31,-3.99,288.37,7.07,0.1565
0.616,7650.0,92.15,88.41,-3.74,93.47,1.32,0.1331
0.649,5200.0,1873.35,1885.15,11.8,1890.69,17.34,0.2913
0.649,5775.0,1356.35,1359.22,2.86,1367.29,10.94,0.2517
0.649,6250.0,954.66,951.4,-3.26,961.78,7.13,0.2208
0.649,6385.0,846.21,841.66,-4.55,852.66,6.46,0.2119
0.649,6485.0,767.8,762.59,-5.21,774.02,6.22,0.2052
0.649,6580.0,695.08,689.45,-5.64,701.23,6.15,0.1987
0.649,6675.0,624.41,618.45,-5.97,630.54,6.12,0.1923
0.649,6770.0,556.04,549.86,-6.19,562.17,6.12,0.1859
0.649,6875.0,483.2,477.21,-6.0,489.65,6.44,0.1786
0.649,6980.0,410.75,408.34,-2.41,420.75,10.0,0.1699
0.649,7080.0,349.4,346.79,-2.61,358.96,9.56,0.1635
0.649,7180.0,292.55,289.72,-2.83,301.43,8.88,0.1573
0.649,7275.0,243.2,240.22,-2.98,251.22,8.02,0.1516
0.649,7450.0,166.4,162.78,-3.62,171.78,5.38,0.1425
0.693,5300.0,1793.14,1803.79,10.66,1810.3,17.16,0.2819
0.693,5775.0,1370.73,1373.86,3.13,1382.6,11.87,0.2507
0.693,6250.0,971.77,968.75,-3.02,979.88,8.11,0.2207
0.693,6750.0,589.67,583.88,-5.79,596.94,7.27,0.1881
0.693,7225.0,288.7,285.38,-3.32,297.71,9.01,0.1569
0.693,7700.0,101.95,99.27,-2.68,105.46,3.51,0.1348
0.789,5275.0,1840.57,1852.97,12.41,1860.6,20.03,0.2795
0.789,5750.0,1423.09,1427.3,4.21,1437.33,14.24,0.2505
0.789,6225.0,1029.07,1026.22,-2.85,1038.8,9.73,0.2225
0.789,6725.0,650.03,643.79,-6.24,658.48,8.45,0.1922
0.789,7200.0,344.25,341.41,-2.84,355.81,11.56,0.1626
0.789,7675.0,138.6,136.66,-1.94,145.72,7.12,0.14
0.865,5250.0,1881.96,1896.92,14.96,1905.39,23.43,0.2775
0.865,5725.0,1467.5,1474.17,6.66,1485.18,17.68,0.2498
0.865,6200.0,1076.4,1075.73,-0.68,1089.4,12.99,0.2233
0.865,6700.0,699.2,694.61,-4.59,710.53,11.33,0.1948
0.865,7175.0,389.1,389.15,0.05,405.12,16.02,0.1661
0.865,7650.0,170.6,171.35,0.75,182.73,12.13,0.1435
0.865,8600.0,19.75,33.02,13.27,33.93,14.18,0.1273
0.901,5780.0,1430.93,1438.56,7.63,1450.39,19.46,0.2453
0.901,6045.0,1212.38,1215.49,3.1,1228.84,16.46,0.2311
0.901,6185.0,1099.59,1101.34,1.75,1115.49,15.9,0.2232
0.901,6385.0,943.62,943.49,-0.13,958.69,15.07,0.2121
0.901,6520.0,841.77,840.88,-0.89,856.72,14.94,0.2045
0.901,6650.0,747.07,745.53,-1.54,761.88,14.81,0.1972
0.901,6795.0,645.04,643.69,-1.34,660.46,15.43,0.1888
0.901,6900.0,574.15,573.3,-0.85,590.24,16.09,0.1828
0.901,7010.0,500.25,502.95,2.7,519.92,19.67,0.1753
0.901,7135.0,424.5,427.71,3.21,444.48,19.98,0.1684
0.901,7255.0,357.1,360.76,3.66,377.03,19.93,0.162
0.901,7395.0,285.85,289.98,4.13,305.27,19.42,0.1549
0.901,7550.0,217.45,221.92,4.47,235.54,18.09,0.1477
0.901,7740.0,150.4,154.61,4.21,165.45,15.05,0.1405
0.901,7985.0,89.45,94.25,4.8,101.05,11.6,0.1338
0.901,8135.0,63.9,70.24,6.34,74.88,10.98,0.1309
0.942,5325.0,1834.09,1850.82,16.73,1860.65,26.56,0.2692
0.942,5825.0,1405.11,1414.01,8.89,1426.69,21.58,0.2415
0.942,6300.0,1022.68,1025.75,3.07,1041.15,18.48,0.216
0.942,6775.0,673.29,675.06,1.78,692.46,19.18,0.1898
0.942,7275.0,363.9,367.83,3.93,384.77,20.87,0.1627
0.942,7750.0,160.3,165.37,5.07,177.09,16.79,0.1418
1.038,5300.0,1880.19,1899.81,19.62,1910.69,30.5,0.2676
1.038,6025.0,1271.61,1280.41,8.8,1295.67,24.06,0.2298
1.038,6725.0,744.31,749.39,5.08,768.18,23.87,0.1935
1.038,7325.0,372.55,381.87,9.32,400.33,27.78,0.1623
1.038,8100.0,96.55,105.99,9.44,114.31,17.76,0.135
1.114,5600.0,1643.29,1659.3,16.01,1672.97,29.68,0.2505
1.114,6100.0,1236.84,1245.9,9.06,1262.72,25.87,0.2259
1.114,6600.0,861.15,867.26,6.12,886.76,25.62,0.201
1.114,7075.0,542.7,553.48,10.78,573.99,31.29,0.1762
1.114,7550.0,291.0,304.44,13.44,322.62,31.62,0.1543
1.114,8600.0,42.05,57.98,15.93,61.59,19.54,0.1297
