T,K,Type,Market,Model,Err,IV_Mkt,IV_Model
0.399,6330.0,PUT,133.4,140.15,6.75,0.2169,0.222
0.399,6480.0,PUT,159.25,165.05,5.8,0.204,0.208
0.399,6600.0,PUT,183.2,188.47,5.27,0.1931,0.1965
0.399,6705.0,PUT,208.25,212.19,3.94,0.1839,0.1863
0.399,6815.0,PUT,240.55,241.1,0.55,0.1752,0.1756
0.399,6920.0,CALL,297.15,294.93,-2.22,0.1667,0.1654
0.399,7025.0,CALL,231.65,230.36,-1.29,0.1564,0.1556
0.399,7160.0,CALL,165.7,159.22,-6.48,0.1482,0.1443
0.399,7425.0,CALL,70.35,68.42,-1.93,0.1324,0.1309
0.445,5150.0,PUT,42.85,41.46,-1.39,0.3157,0.3132
0.445,5650.0,PUT,68.95,74.19,5.24,0.2705,0.2766
0.445,6125.0,PUT,116.7,123.2,6.5,0.2331,0.2384
0.445,6310.0,PUT,143.2,149.29,6.09,0.2181,0.2225
0.445,6480.0,PUT,173.0,178.18,5.18,0.2041,0.2075
0.445,6650.0,PUT,208.1,213.29,5.19,0.1889,0.192
0.445,6820.0,PUT,258.05,256.87,-1.18,0.177,0.1763
0.445,7020.0,CALL,262.45,256.36,-6.09,0.1617,0.1583
0.445,7180.0,CALL,178.9,170.95,-7.95,0.15,0.1455
0.445,7350.0,CALL,109.95,103.82,-6.13,0.1393,0.1354
0.445,7825.0,CALL,20.25,25.85,5.6,0.1237,0.1313
0.541,5375.0,PUT,64.65,67.67,3.02,0.2852,0.2889
0.541,5875.0,PUT,108.2,113.44,5.24,0.2493,0.2537
0.541,6375.0,PUT,181.7,184.3,2.6,0.2138,0.2154
0.541,6875.0,CALL,401.2,395.48,-5.72,0.1774,0.1745
0.541,7375.0,CALL,139.35,130.95,-8.4,0.1438,0.1391
0.541,7875.0,CALL,30.55,34.57,4.02,0.1271,0.1314
0.617,5425.0,PUT,79.8,81.96,2.16,0.2781,0.2803
0.617,5925.0,PUT,129.95,133.65,3.7,0.2443,0.2471
0.617,6450.0,PUT,216.45,216.91,0.46,0.209,0.2093
0.617,6950.0,CALL,385.85,383.53,-2.32,0.1724,0.1713
0.617,7450.0,CALL,141.15,133.55,-7.6,0.1437,0.1396
0.617,8000.0,CALL,29.75,34.58,4.83,0.1274,0.1325
0.651,5600.0,PUT,99.4,102.74,3.34,0.2643,0.2673
0.651,6100.0,PUT,158.9,164.06,5.16,0.2307,0.234
0.651,6360.0,PUT,206.1,207.38,1.28,0.215,0.2157
0.651,6460.0,PUT,226.95,226.83,-0.12,0.2086,0.2085
0.651,6560.0,PUT,248.8,248.16,-0.64,0.2016,0.2013
0.651,6660.0,PUT,273.85,271.63,-2.22,0.195,0.1939
0.651,6760.0,PUT,297.25,297.58,0.33,0.1864,0.1865
0.651,6870.0,CALL,452.5,451.56,-0.94,0.1788,0.1784
0.651,7005.0,CALL,369.75,365.02,-4.73,0.1707,0.1686
0.651,7105.0,CALL,310.2,305.91,-4.29,0.1635,0.1615
0.651,7205.0,CALL,258.45,251.89,-6.56,0.1578,0.1548
0.651,7305.0,CALL,260.3,203.76,-56.54,0.1754,0.1487
0.651,7750.0,CALL,69.75,69.86,0.11,0.133,0.133
0.694,5450.0,PUT,92.45,94.37,1.92,0.2727,0.2745
0.694,5950.0,PUT,148.15,150.76,2.61,0.2413,0.2431
0.694,6450.0,PUT,234.9,234.64,-0.26,0.2095,0.2093
0.694,6950.0,CALL,423.95,419.52,-4.43,0.176,0.1741
0.694,7450.0,CALL,167.7,161.78,-5.92,0.1462,0.1434
0.694,8000.0,CALL,41.2,45.14,3.94,0.1294,0.1328
0.79,5500.0,PUT,111.55,111.77,0.22,0.2671,0.2672
0.79,6000.0,PUT,174.1,174.63,0.53,0.2375,0.2378
0.79,6500.0,PUT,269.85,266.33,-3.52,0.2081,0.2065
0.79,7000.0,CALL,435.45,431.96,-3.49,0.1755,0.174
0.79,7500.0,CALL,184.45,179.09,-5.36,0.1482,0.1457
0.79,8200.0,CALL,35.4,40.35,4.95,0.1297,0.1342
0.867,5550.0,PUT,126.65,127.31,0.66,0.2611,0.2616
0.867,6050.0,PUT,195.35,195.82,0.47,0.2332,0.2335
0.867,6550.0,PUT,296.1,294.44,-1.66,0.2046,0.2038
0.867,7050.0,CALL,434.7,433.67,-1.03,0.1738,0.1734
0.867,7575.0,CALL,181.4,178.55,-2.85,0.1472,0.146
0.867,8300.0,CALL,36.75,41.47,4.72,0.1309,0.135
0.903,5770.0,PUT,147.8,159.84,12.04,0.2409,0.2485
0.903,6025.0,PUT,196.35,197.93,1.58,0.2335,0.2344
0.903,6180.0,PUT,209.3,224.67,15.37,0.2178,0.2256
0.903,6385.0,PUT,247.15,264.94,17.79,0.2055,0.2138
0.903,6525.0,PUT,297.7,296.19,-1.51,0.2062,0.2056
0.903,6655.0,PUT,330.35,328.38,-1.97,0.1987,0.1979
0.903,6805.0,PUT,370.6,369.95,-0.65,0.1892,0.189
0.903,6910.0,CALL,534.25,535.55,1.3,0.1822,0.1827
0.903,7020.0,CALL,477.45,466.68,-10.77,0.1805,0.1763
0.903,7150.0,CALL,390.9,390.38,-0.52,0.169,0.1688
0.903,7275.0,CALL,360.5,323.06,-37.44,0.1765,0.1619
0.903,7420.0,CALL,254.2,253.58,-0.62,0.1547,0.1544
0.903,7600.0,CALL,181.3,181.98,0.68,0.1462,0.1465
0.903,7800.0,CALL,122.2,122.43,0.23,0.14,0.1402
0.903,8020.0,CALL,75.95,78.59,2.64,0.1347,0.1363
0.903,8280.0,CALL,41.3,47.52,6.22,0.1302,0.1353
0.943,5525.0,PUT,131.45,134.29,2.84,0.2585,0.2604
0.943,6025.0,PUT,202.0,204.62,2.62,0.2324,0.2338
0.943,6525.0,PUT,301.8,304.46,2.66,0.2047,0.2058
0.943,7025.0,CALL,480.8,479.9,-0.9,0.1775,0.1771
0.943,7525.0,CALL,226.95,224.07,-2.88,0.1525,0.1513
0.943,8150.0,CALL,65.1,67.37,2.27,0.1346,0.1361
1.039,5625.0,PUT,157.2,158.99,1.79,0.2517,0.2528
1.039,6350.0,PUT,278.2,283.15,4.95,0.2136,0.2158
1.039,7075.0,CALL,486.75,487.67,0.92,0.1768,0.1771
1.039,7850.0,CALL,145.55,146.56,1.01,0.1432,0.1436
1.116,5400.0,PUT,139.95,139.77,-0.18,0.2618,0.2617
1.116,5975.0,PUT,220.3,222.98,2.68,0.233,0.2343
1.116,6475.0,PUT,324.3,325.51,1.21,0.2091,0.2096
1.116,7000.0,CALL,563.9,562.21,-1.69,0.1835,0.1829
1.116,7500.0,CALL,293.4,296.48,3.08,0.158,0.1591
1.116,8500.0,CALL,47.3,54.36,7.06,0.1324,0.1375
